puntos=21
1.6,0.1042
1.8,1.1273
2,2.0424
2.2,2.87028
2.4,3.6260
2.6,4.3213
2.8,4.9649
3,5.5642
3.2,6.1248
3.4,6.6514
3.6,7.1479
3.8,7.6175
4,8.0630
4.2,8.4868
4.4,8.8909
4.6,9.2769
4.8,9.6466
5,10.0012
5.2,10.3419
5.4,10.6697
5.6,10.9856
