puntos=24
0.05,0.244
0.10,0.229
0.15,0.211
0.20,0.195
0.25,0.179
0.30,0.164
0.35,0.153
0.40,0.146
0.45,0.144
0.50,0.142
0.55,0.143
0.60,0.146
0.65,0.150
0.70,0.159
0.75,0.175
0.80,0.190
0.85,0.206
0.90,0.222
0.95,0.239
1.00,0.253
1.05,0.262
1.10,0.268
1.15,0.274
1.20,0.269
